Run_ID,Performance_Score,Raw_PESQ_NB,Raw_PESQ_WB,Raw_STOI,Raw_SINR,Raw_SIR
batch_test_2904,0.7037976645753835,2.358,1.486,0.825,11.3,24.45
batch_test_4309,0.7035701113139509,2.121,1.505,0.749,11.77,27.42
batch_test_6990,0.7032962552784126,2.041,1.405,0.829,9.51,23.33
batch_test_2854,0.7031405309577137,2.071,1.457,0.811,10.73,24.24
batch_test_077,0.703127030080232,2.304,1.623,0.881,12.52,39.47
batch_test_6088,0.7031024383140443,2.273,1.548,0.605,10.48,23.92
batch_test_2848,0.7029122079298299,1.988,1.307,0.763,8.28,19.58
batch_test_3194,0.7028100134795888,2.701,1.766,0.637,12.03,24.83
batch_test_3536,0.7027135985954068,2.387,1.754,0.867,10.21,35.24
batch_test_393,0.7024086931555543,2.225,1.484,0.838,8.79,21.64
batch_test_5673,0.702031645417686,2.263,1.563,0.839,8.92,35.92
batch_test_4715,0.7016445280132596,2.306,1.556,0.822,9.64,21.7
batch_test_300,0.7016338675908281,2.235,1.558,0.864,9.26,24.13
batch_test_3910,0.7015720254828114,2.372,1.575,0.829,10.28,22.99
batch_test_5399,0.7014774265514748,1.986,1.45,0.728,10.47,21.88
batch_test_1828,0.7012900999013322,2.593,1.772,0.825,11.97,24.62
batch_test_637,0.7010568398409424,2.038,1.438,0.726,10.94,24.47
batch_test_6334,0.7009918010015113,2.145,1.556,0.859,10.76,27.38
batch_test_3047,0.7003719878317838,2.264,1.552,0.62,11.0,22.19
batch_test_1203,0.7000272154333619,2.265,1.525,0.757,9.95,21.52
batch_test_209,0.6999870515743966,2.208,1.662,0.799,13.13,40.37
batch_test_1987,0.6996199731668672,2.167,1.429,0.878,10.39,22.8
batch_test_518,0.6996144743276816,2.325,1.605,0.786,11.01,56.53
batch_test_070,0.6995012360772267,2.084,1.59,0.718,9.84,21.95
batch_test_6958,0.699254360845978,2.252,1.542,0.763,14.3,32.79
batch_test_7791,0.6991298505913514,1.955,1.386,0.837,9.41,25.43
batch_test_9291,0.699036245043663,2.141,1.442,0.838,8.6,22.4
batch_test_896,0.6988715234843064,1.99,1.418,0.74,10.01,22.86
batch_test_7537,0.6986133075290062,2.35,1.527,0.875,8.91,23.14
batch_test_2947,0.6985262655968132,2.189,1.502,0.822,12.09,36.85
batch_test_5559,0.6984523014184827,1.9,1.316,0.786,11.84,26.74
batch_test_2244,0.6984365533166145,1.923,1.343,0.776,8.59,21.99
batch_test_3591,0.6982450450286298,2.26,1.646,0.854,11.65,34.86
batch_test_8506,0.698149624141098,2.39,1.505,0.603,8.88,23.37
batch_test_7064,0.6977552338577406,2.072,1.455,0.811,10.1,21.21
batch_test_6614,0.697651124557055,2.087,1.426,0.806,9.57,20.04
batch_test_2716,0.6976067503565474,2.231,1.414,0.762,10.29,24.5
batch_test_7320,0.6972431764787398,2.395,1.85,0.853,12.97,39.98
batch_test_3930,0.6971421997899728,2.157,1.55,0.848,9.36,24.65
batch_test_803,0.6970649441277473,2.352,1.492,0.772,8.16,18.48
batch_test_1232,0.6969969106957844,2.21,1.552,0.848,11.9,53.76
batch_test_2298,0.6969628019954374,2.098,1.426,0.814,10.0,19.98
batch_test_4465,0.6968238772141488,2.371,1.492,0.777,8.14,22.46
batch_test_9322,0.6964916716539747,1.942,1.427,0.8,8.13,19.61
batch_test_3853,0.6962982749423652,2.322,1.625,0.678,13.16,46.76
batch_test_4004,0.6961432144215528,2.146,1.424,0.682,8.38,22.85
batch_test_6634,0.6959079127676361,2.439,1.588,0.746,11.29,24.09
batch_test_4938,0.6956172502495473,1.987,1.39,0.708,10.33,23.98
batch_test_5930,0.6956142104535868,2.163,1.487,0.804,9.94,22.8
batch_test_427,0.6953352712811913,2.108,1.36,0.722,10.32,24.85
batch_test_2161,0.695327139731604,2.114,1.518,0.763,9.5,24.24
batch_test_6892,0.6953224071181804,2.196,1.514,0.856,13.03,41.51
batch_test_8551,0.6952563320024164,1.945,1.373,0.738,9.87,21.83
batch_test_9020,0.6952471691935267,1.993,1.382,0.733,8.87,21.72
batch_test_4233,0.6947901875059787,1.973,1.397,0.715,9.18,22.34
batch_test_6352,0.694725642918777,2.152,1.524,0.734,10.38,31.3
batch_test_3865,0.6945976000431942,2.27,1.547,0.804,11.93,35.05
batch_test_4030,0.6944699953130099,2.613,1.651,0.881,14.09,61.2
batch_test_1716,0.6940926161066007,1.836,1.295,0.834,10.17,21.48
batch_test_2324,0.6937726957099254,2.068,1.456,0.789,10.71,23.52
batch_test_8907,0.6936331277786438,2.136,1.332,0.679,9.73,23.2
batch_test_5655,0.6935890405134024,2.046,1.364,0.854,9.97,22.74
batch_test_8404,0.6934949621731905,1.972,1.356,0.789,8.13,20.29
batch_test_4052,0.693485286976067,2.53,1.677,0.779,11.85,24.93
batch_test_729,0.6933170303694428,2.313,1.493,0.623,10.99,21.98
batch_test_8243,0.6931950232706402,2.096,1.49,0.784,12.75,33.34
batch_test_9508,0.6931507430041391,2.325,1.481,0.805,9.99,58.36
batch_test_8211,0.6929532718178923,1.909,1.398,0.804,10.87,23.18
batch_test_6261,0.6926992331576649,2.068,1.405,0.761,9.44,20.5
batch_test_5590,0.6926431741867008,2.167,1.722,0.849,13.44,39.71
batch_test_044,0.6926393751577916,2.063,1.403,0.727,10.06,23.34
batch_test_1082,0.692600581772787,2.204,1.456,0.816,8.57,20.44
batch_test_9607,0.6923361142767047,2.04,1.396,0.766,9.76,24.51
batch_test_8122,0.6922435361086424,1.934,1.357,0.76,9.64,24.07
batch_test_7685,0.6921671278938099,2.31,1.575,0.906,8.76,20.68
batch_test_9405,0.6921569873572079,2.123,1.525,0.792,14.57,53.46
batch_test_653,0.6921451923086119,2.053,1.396,0.671,8.49,20.79
batch_test_2984,0.6917317896018051,2.394,1.529,0.806,8.44,22.26
batch_test_8717,0.6916897064304478,2.293,1.747,0.873,10.75,34.69
batch_test_2829,0.691626361406974,2.129,1.533,0.646,12.3,25.18
batch_test_9530,0.6915318672210193,2.097,1.461,0.791,8.24,21.4
batch_test_5479,0.6912656450316775,2.442,1.603,0.853,12.93,43.5
batch_test_9364,0.6912016438600251,2.0,1.355,0.721,10.9,24.02
batch_test_583,0.6911029659766988,2.064,1.426,0.789,9.9,26.95
batch_test_547,0.6909772657338142,2.276,1.557,0.868,13.36,45.4
batch_test_5763,0.6909095488438943,2.775,1.692,0.877,10.84,25.12
batch_test_7498,0.6907536764830045,2.082,1.489,0.795,10.9,28.95
batch_test_1057,0.6906730243030145,2.281,1.538,0.864,10.33,35.77
batch_test_5281,0.6905420881959478,2.092,1.46,0.765,9.87,23.91
batch_test_8732,0.6904984598750148,2.148,1.581,0.812,11.4,29.31
batch_test_8875,0.6904786833874036,2.179,1.564,0.707,10.91,22.85
batch_test_5645,0.6904782960506501,2.324,1.547,0.719,12.73,24.2
batch_test_5777,0.6903421434731418,2.019,1.509,0.804,12.42,31.57
batch_test_8472,0.6902979698054521,1.989,1.349,0.839,9.86,22.65
batch_test_6837,0.6902434359009404,2.075,1.421,0.865,8.98,23.42
batch_test_2070,0.6902261676618291,2.129,1.617,0.71,12.0,24.62
batch_test_8322,0.6901166785028792,2.257,1.592,0.875,13.32,60.83
batch_test_1791,0.6897251360862322,2.111,1.431,0.836,9.1,23.82
batch_test_6122,0.6897136249879847,2.012,1.351,0.763,10.53,23.5
batch_test_2777,0.689709281663965,2.178,1.499,0.717,9.3,22.54
batch_test_9190,0.6896317379472797,2.05,1.409,0.757,9.96,22.49
batch_test_1437,0.6895392734391541,2.527,1.771,0.887,11.38,43.49
batch_test_3871,0.6894305245911422,1.883,1.342,0.744,10.46,24.75
batch_test_9373,0.6894034653225924,1.976,1.417,0.818,10.25,23.6
batch_test_2490,0.6891488914303519,2.016,1.35,0.84,10.38,21.98
batch_test_2120,0.68903022931469,2.41,1.842,0.911,10.48,44.59
batch_test_3837,0.6889546378786877,2.183,1.47,0.869,8.69,22.53
batch_test_3258,0.6889479189747996,2.288,1.372,0.677,9.34,20.87
batch_test_6375,0.688901006979068,2.324,1.459,0.843,8.7,21.14
batch_test_221,0.6888421413776444,2.211,1.458,0.851,8.7,21.13
batch_test_2571,0.6888064284351686,2.075,1.577,0.774,10.57,24.68
batch_test_6519,0.6887580870740253,2.139,1.453,0.773,11.83,23.28
batch_test_550,0.6887419646779919,2.162,1.424,0.804,7.85,17.71
batch_test_3000,0.6886268215777667,2.247,1.54,0.772,9.01,22.07
batch_test_760,0.688520834084621,2.053,1.334,0.832,7.79,20.87
batch_test_4730,0.6884575659624866,1.913,1.315,0.71,10.07,22.71
batch_test_2446,0.6882675113401188,2.037,1.341,0.795,9.77,21.48
batch_test_887,0.6882606739772198,1.944,1.329,0.687,10.96,24.49
batch_test_4386,0.6882596160635609,2.071,1.478,0.771,9.33,24.22
batch_test_291,0.6882473514427662,2.141,1.62,0.874,11.57,46.4
batch_test_1099,0.6882062617055573,1.879,1.272,0.824,10.52,22.63
batch_test_8107,0.6881665054199787,2.123,1.525,0.81,10.1,25.45
batch_test_8956,0.6881019779767525,2.025,1.352,0.706,9.97,22.87
batch_test_4671,0.6880604268983334,2.275,1.465,0.78,10.97,24.12
batch_test_2039,0.688009202899824,2.168,1.565,0.819,9.97,22.8
batch_test_3275,0.6879766276589473,1.791,1.225,0.711,10.56,23.62
batch_test_7695,0.6879689912933575,2.082,1.385,0.794,9.58,22.21
batch_test_9495,0.687957972382969,2.151,1.576,0.767,10.71,34.1
batch_test_4356,0.6879572416122794,2.062,1.469,0.78,10.69,23.55
batch_test_2252,0.6879241821916955,2.322,1.585,0.729,10.84,22.11
batch_test_2217,0.6879101072258623,2.545,1.6,0.594,9.55,27.03
batch_test_8320,0.6878384976428988,2.519,1.747,0.861,10.24,22.46
batch_test_9189,0.6878192366307145,1.949,1.33,0.825,9.81,23.85
batch_test_4711,0.6877829105156873,2.019,1.44,0.793,10.95,22.5
batch_test_8957,0.6877119795325568,2.149,1.394,0.794,8.89,23.23
batch_test_9551,0.6876272691972274,2.304,1.533,0.842,9.31,22.0
batch_test_5361,0.6876113823952142,1.934,1.394,0.711,9.41,25.41
batch_test_9818,0.6875670900594307,2.13,1.501,0.633,11.02,24.82
batch_test_2778,0.6875541999021488,2.182,1.521,0.753,8.7,25.0
batch_test_1278,0.6875201373497429,2.285,1.61,0.866,11.5,37.21
batch_test_9585,0.6874286622340757,2.262,1.475,0.846,8.26,21.17
batch_test_2154,0.6873282885056881,2.127,1.453,0.839,10.37,23.54
batch_test_4058,0.6872997854749656,2.001,1.435,0.808,9.46,22.14
batch_test_1402,0.6872656827326893,1.978,1.263,0.79,9.94,20.29
batch_test_536,0.6871990648133413,1.79,1.288,0.683,10.56,24.35
batch_test_4164,0.6871930166471396,2.018,1.356,0.767,10.74,23.31
batch_test_3229,0.6870923995376887,1.787,1.313,0.689,10.57,22.67
batch_test_4411,0.6870317819916512,2.045,1.417,0.862,10.46,22.89
batch_test_8773,0.6870144907658678,2.172,1.516,0.766,11.37,23.85
batch_test_223,0.6867577677352852,2.223,1.543,0.735,7.74,20.72
batch_test_101,0.6867140382707007,2.222,1.508,0.765,9.43,27.66
batch_test_9704,0.6866515094120587,2.611,1.622,0.866,10.8,54.36
batch_test_2401,0.6863382786501651,2.14,1.549,0.77,13.49,53.99
batch_test_9792,0.6861733279670499,2.224,1.466,0.773,8.52,24.06
batch_test_1026,0.6860662757959339,1.951,1.369,0.757,9.39,19.42
batch_test_9512,0.6860545875669162,2.128,1.471,0.883,11.69,38.14
batch_test_1295,0.6859569800829193,1.973,1.404,0.777,9.37,22.3
batch_test_6294,0.6858826560355157,2.079,1.315,0.808,9.71,21.13
batch_test_5682,0.6858471811625644,2.009,1.408,0.715,10.46,22.58
batch_test_8998,0.6857377295847126,2.296,1.53,0.877,12.22,40.03
batch_test_4122,0.6857169058149927,2.08,1.461,0.797,10.71,21.93
batch_test_7160,0.6856507513320316,2.091,1.516,0.83,12.77,47.12
batch_test_278,0.6855959789741656,2.226,1.442,0.845,13.27,33.34
batch_test_2007,0.685508925919512,2.163,1.606,0.848,12.41,42.26
batch_test_5791,0.6854609040309638,2.085,1.474,0.852,12.68,44.48
batch_test_1021,0.6854442912605841,2.095,1.379,0.787,9.57,23.91
batch_test_2953,0.6854292386709835,2.262,1.563,0.898,14.08,60.41
batch_test_1789,0.6854210685268874,2.502,1.848,0.848,9.91,24.12
batch_test_3251,0.6854155398195646,2.069,1.426,0.71,9.82,23.89
batch_test_4019,0.6853592184854339,1.933,1.481,0.791,12.53,27.27
batch_test_1292,0.6851568610920168,2.288,1.498,0.78,8.8,23.63
batch_test_5141,0.6851435038238058,2.466,1.554,0.758,8.92,19.8
batch_test_3774,0.6850969453492044,2.164,1.428,0.826,10.99,21.7
batch_test_9569,0.6849996557084532,1.96,1.435,0.784,9.44,22.39
batch_test_8099,0.6848473697943511,2.219,1.515,0.703,9.2,22.69
batch_test_5813,0.6848131759428974,2.171,1.569,0.848,12.09,56.73
batch_test_1936,0.6848051565755968,1.829,1.291,0.831,10.64,23.57
batch_test_820,0.68477473137089,2.652,1.629,0.531,9.25,23.16
batch_test_4607,0.6847480682467508,2.228,1.477,0.809,12.07,33.22
batch_test_6338,0.6844603611932268,2.241,1.467,0.69,12.74,28.46
batch_test_1989,0.6844564332272783,2.057,1.496,0.864,9.87,23.02
batch_test_8276,0.6843655997443078,2.024,1.422,0.814,11.36,27.81
batch_test_1584,0.684290522243128,2.263,1.549,0.746,10.68,43.19
batch_test_4504,0.6842513299031964,2.015,1.391,0.71,8.67,23.06
batch_test_9360,0.684204430250647,1.933,1.365,0.814,9.26,22.76
batch_test_6722,0.6841348886494385,2.364,1.645,0.804,10.73,21.0
batch_test_5344,0.6840954191004656,2.306,1.495,0.796,9.61,21.3
batch_test_1375,0.6840497698513518,2.006,1.4,0.73,9.3,22.61
batch_test_7307,0.6840368847389585,2.136,1.509,0.809,8.39,19.51
batch_test_8307,0.6840135056195784,1.929,1.481,0.781,8.32,20.64
batch_test_5512,0.683902775254467,1.99,1.384,0.703,8.64,21.48
batch_test_5445,0.683754164580888,1.975,1.379,0.856,10.14,23.04
batch_test_4322,0.6837365785709055,1.84,1.331,0.778,10.13,23.67
batch_test_5322,0.6836940759854574,1.968,1.343,0.808,11.83,27.76
batch_test_8579,0.683526894648877,2.35,1.657,0.694,8.41,20.54
batch_test_9047,0.6833169879442751,2.133,1.558,0.786,14.6,32.2
batch_test_4919,0.6833008302732456,2.173,1.55,0.771,13.14,38.35
batch_test_4234,0.6832976843020694,2.178,1.561,0.787,11.92,29.18
batch_test_7759,0.6832809609860698,2.381,1.666,0.842,12.07,39.28
batch_test_9000,0.6832478470752757,2.151,1.461,0.791,14.32,66.51
batch_test_2302,0.683213850694241,1.983,1.442,0.687,11.33,24.6
batch_test_9797,0.6832086844162326,2.056,1.392,0.618,10.58,25.44
batch_test_4512,0.683204370861996,2.188,1.497,0.892,9.07,22.78
batch_test_7705,0.6831846672367623,2.057,1.509,0.623,10.12,23.6
batch_test_5383,0.683087102795178,2.142,1.423,0.779,8.87,24.33
batch_test_3349,0.6829516455968446,2.116,1.386,0.8,8.27,20.83
batch_test_6501,0.6827258928263754,2.584,1.645,0.867,11.78,51.73
batch_test_479,0.6825895270348517,2.348,1.621,0.872,10.37,25.22
batch_test_6431,0.6825471845149731,2.058,1.441,0.824,8.39,24.01
batch_test_6407,0.6825209802580241,2.062,1.569,0.877,12.51,43.72
batch_test_1591,0.6825057652274186,2.757,1.72,0.803,10.27,22.93
batch_test_7317,0.6821027969526507,2.197,1.525,0.761,8.44,23.68
batch_test_9146,0.6818998341087344,1.87,1.316,0.777,10.43,22.42
batch_test_9737,0.6818794259872354,1.933,1.321,0.735,10.44,20.93
batch_test_3507,0.6817710585765325,2.119,1.444,0.859,9.7,21.36
batch_test_1044,0.6817702768026456,2.04,1.302,0.863,8.69,22.66
batch_test_4165,0.681719106438998,2.274,1.54,0.82,13.92,26.41
batch_test_7460,0.6815763601682628,2.268,1.455,0.713,11.46,25.68
batch_test_4332,0.6815675473466954,2.095,1.539,0.795,11.56,23.19
batch_test_8894,0.6814900625493304,2.266,1.434,0.643,9.8,22.18
batch_test_6638,0.6814704337988371,2.141,1.552,0.828,10.5,28.95
batch_test_6019,0.6814665618551302,2.062,1.355,0.797,9.9,22.92
batch_test_3531,0.6813925880610485,2.093,1.501,0.832,11.14,23.21
batch_test_607,0.6813851168057053,2.001,1.42,0.8,9.84,25.02
batch_test_6280,0.6813307016940442,2.23,1.541,0.815,8.87,19.62
batch_test_4941,0.6813208369986428,1.889,1.262,0.708,12.38,24.13
batch_test_4611,0.6813139451839958,2.218,1.523,0.753,9.65,26.26
batch_test_7154,0.6812576483386388,2.311,1.689,0.89,10.08,36.84
batch_test_644,0.6811773937141887,2.085,1.466,0.798,13.65,50.74
batch_test_8020,0.6811483864225495,2.051,1.444,0.836,11.32,24.95
batch_test_1193,0.681064288191388,2.214,1.501,0.721,10.22,23.34
batch_test_8752,0.6809445238576375,2.159,1.564,0.83,10.32,24.6
batch_test_6051,0.6809372721516928,2.28,1.53,0.893,10.05,24.79
batch_test_4092,0.6807820183025814,2.205,1.272,0.684,9.42,22.77
batch_test_7963,0.6807521921301778,2.346,1.523,0.857,10.45,22.33
batch_test_9566,0.680681605510281,2.378,1.707,0.849,9.68,23.8
batch_test_160,0.6805270306552835,1.939,1.418,0.72,10.67,25.32
batch_test_570,0.680482880456556,2.131,1.517,0.835,14.09,56.51
batch_test_010,0.6804603788093747,2.045,1.447,0.825,9.38,23.54
batch_test_4038,0.6804234174460516,1.997,1.319,0.742,9.2,22.31
batch_test_7967,0.6803873843134887,2.122,1.481,0.803,8.84,23.96
batch_test_8949,0.6803794151665482,2.421,1.572,0.844,9.92,23.39
batch_test_9165,0.6803735321016076,2.368,1.59,0.849,9.67,21.78
batch_test_7790,0.6803459074001589,2.069,1.475,0.736,11.25,21.34
batch_test_4528,0.6803002462123925,2.084,1.452,0.781,9.33,23.57
batch_test_382,0.6802935763772979,2.139,1.401,0.817,8.38,22.37
batch_test_6276,0.6798223615589153,1.633,1.218,0.778,9.65,21.56
batch_test_8658,0.6797903623739457,1.951,1.323,0.86,11.71,25.26
batch_test_1293,0.67977479510689,2.329,1.642,0.767,12.7,25.78
batch_test_4389,0.6797398435295359,2.175,1.486,0.75,12.33,40.51
batch_test_2678,0.6796541203103125,1.934,1.295,0.614,11.8,24.21
batch_test_7212,0.6796532164745995,1.989,1.357,0.802,13.05,47.41
batch_test_3412,0.6795329331069426,2.117,1.413,0.826,8.71,21.48
batch_test_6502,0.6794893560631784,2.071,1.397,0.827,9.71,22.86
batch_test_4168,0.6794428379192281,2.174,1.498,0.712,9.57,21.32
batch_test_9441,0.679441085740777,2.191,1.558,0.636,9.56,23.63
batch_test_584,0.6793488949162131,2.284,1.563,0.833,10.14,23.77
batch_test_5633,0.6793393721510016,1.993,1.426,0.8,11.52,24.49
batch_test_4225,0.6793030956352856,2.102,1.588,0.719,10.65,32.8
batch_test_7145,0.679214705914856,2.179,1.475,0.731,9.36,22.97
batch_test_442,0.6790853641314644,2.014,1.523,0.751,11.9,28.42
batch_test_7044,0.6790428287089754,2.213,1.419,0.85,9.36,22.21
batch_test_9308,0.6789812508624049,2.175,1.46,0.636,9.73,23.98
batch_test_2983,0.6789565038890524,1.986,1.374,0.795,11.76,25.45
batch_test_6609,0.6789411339443788,2.147,1.455,0.771,10.47,25.24
batch_test_4890,0.6789098391399477,2.179,1.388,0.762,10.65,22.77
batch_test_6989,0.6788223673452305,2.157,1.582,0.866,9.35,25.76
batch_test_2992,0.678799996789724,1.838,1.311,0.705,10.46,21.98
batch_test_464,0.6787474450727755,2.313,1.475,0.797,11.64,23.87
batch_test_7573,0.6787367237553756,2.215,1.484,0.783,10.73,35.91
batch_test_4077,0.6786508467339447,2.369,1.624,0.735,13.38,37.05
batch_test_3696,0.6786474149250679,2.15,1.48,0.804,10.2,23.18
batch_test_1885,0.6784747593994096,2.377,1.604,0.848,13.8,37.52
batch_test_3227,0.6784316208203612,2.048,1.417,0.631,11.27,23.38
batch_test_1605,0.6784248703784244,2.081,1.417,0.67,11.63,25.3
batch_test_6104,0.6784217051172735,2.078,1.384,0.826,11.52,23.96
batch_test_4315,0.6784170285841904,2.139,1.336,0.743,8.85,23.15
batch_test_3188,0.6784041358609669,2.335,1.516,0.653,9.65,21.44
batch_test_6667,0.6783132841183357,2.342,1.634,0.858,10.23,23.29
batch_test_3190,0.6782595840018844,2.126,1.443,0.777,10.05,25.14
batch_test_4067,0.6781996887803736,1.973,1.454,0.856,9.66,25.96
batch_test_4803,0.678149765800627,2.032,1.442,0.606,11.93,26.11
batch_test_6880,0.6781200471592294,2.181,1.457,0.852,8.54,21.19
